username,date,comment,Sentiment Score,Sentiment
@devs5765,2024-02-03T07:16:41Z,The Next Global Superpower IsGamers,0.0,Neutral
@BitupanBhuyan-m9d,2024-02-03T04:49:50Z,Russia is a saviour. Help it. End of problem. It saved europe not once but always..but the egoistic qualities of person becoming rich is so much nowadays rather than the concept of being wealthy nd run a stable life that they have forgot living the life. Russia saved you from any kind of problem. It's like a grandfather who adores kids coz he sees his childhood in them. But now..the world is like..he is cringe.. he is this . He is that... like as if he is the murderer. He just want to collaborate if you give him a chance. He always saves you. Forget this cheap techniques of misandy misogyny words.. just see the world is Russia really bad or you were taught to?,0.8723,Positive
@charlesbowman5123,2024-02-03T04:00:18Z,"Russia has a much better manufacturing base for offensive weapons than anyone is willing to admit. In addition their people are very self sufficient and need almost no government welfare to survive. Many Nations openly trade with Russia regardless of sanctions and the US has had their butts kicked in conventional warfare in Ukraine. Of course the US has not actually won a war against anyone since ww2. The United States internal corruption, greed, arrogance, and counterfeit currency illegally forced upon the world will be it's downfall in the end.",-0.8875,Negative
@westhypocrites5436,2024-02-03T04:00:08Z,"China has a continuous (make no mistakes, CONTINUOUS!, non broken!) vibrant culture of more than 3000 years which is before Jesus Christ!, it's absurd for a 300 year old colonial culture trying to convert China from what it is. Democracy or Not Chinese Don't Care!",0.4719,Positive
@virginiahobby3726,2024-02-03T03:45:10Z,It will be The Beast System where you won't be able to by or sell without their mark .,0.0,Neutral
@RayWilliams-x2g,2024-02-02T23:26:05Z,"It's going to be Elon Musk, he's one of the good guys.",0.4404,Positive
@amandaslade9072,2024-02-02T22:44:31Z,"Give over, of course the USA wants to be number one and Russia isn't in decline, utter propaganda as per usual",-0.1779,Negative
@kudchannel1707,2024-02-02T21:41:08Z,Superpower well be china,0.2732,Positive
@askor9585,2024-02-02T20:41:46Z,Woah woah... Our democratic US is Communist Chinas trade partner??? It aint so...,0.0,Neutral
@judywu5514,2024-02-02T20:00:42Z,"This guy is so American -first  head,  anything  China can't do it or have it ,  but only America  can.",0.0,Neutral
@jphalsberghe1,2024-02-02T18:04:55Z,"Mr Brenner made a coherent yet (progressive) Western-biased evaluation.  There's much more going on than just the economic-technological mega-frictions. The world in split to its core into more divisions than those. Massive illegal immigration undermines the coherence of the West. Global Islam is rising to become very soon the most energetic and a complete agenda of unsettled key issues. The Western woke ideology not only is suicidal for itself, but it exports its chaos and tensions to most other countries. A mega global Alliance is forming Ch-Ru-North Korea, Iran, Pakistan, and the entire Islamic world to dethrone the West, in all fields, the military included. Armageddon is closer to us than Elon Musk landing on Mars. Buckle up, wherever you are, and may whoever's God truly bless us all.",0.0878,Positive
@melvin4553,2024-02-02T17:31:29Z,Social media is run by the users. This crap is fear mongering. Everyone knows how ads work,-0.765,Negative
@plushtown29,2024-02-02T15:49:34Z,"To lessen otherwise inevitabily concentrating power:    Government outlays get bigger as population grows, and so do those incomes that depend upon ever greater throngs of consumers. When Musk and others started PayPal it was profitable because the market was so large. When he acquired Twitter*  the 44 Billion $ price was supposedly  sufficient several times over to “end world hunger”. 

That’s a lot of advertising (x’s only paying product) $ to sell stuff to the tiny portion of the millions that see the ads and buy, obviously a vast tiny portion.       

Entertainment fortunes, defense contractor dynasties, football moolah, hedge fund smarties, Facebook, PayPal etc  also depend on monies spent by the bottom 99.99%.    Small businesses don’t, they sell local or to niche markets **.  

Like a farmer with a future, investors,  for their own prosperity,  need to refertilize the plantation they depend on, will do best if they don’t deplete the health of the demos, working and middle classes, the true producers of wealth and the real risk takers.      

Investors with limited liabilities, shell corporations, holding companies etc don’t risk much*** and produce NOTHING, they only lend to the actual producers and payroll payers.         

Tax UNEARNED  income OVER 1M $ annually at the same rate as EARNED  taxable income of $45,000, including the “employees half” of Social Security and Medicare levies.    This is far LESS than Adam Smith’s 1st Maxim on taxation**** and thus coddlingly  kinder to the powerful than his “the rich should contribute to [paying] the public expence, not only IN PROPORTION to their revenue, but something MORE than in that proportion”. *****.     

What’s the problem with this? 
The super rich have to agree, and they’re as self destructive as other humans.

* (now x, a brilliant brand name change, simplifies AND gets his product named twice, w/ O out of pocket cost) 
** actually, online niche marketeers also depend on a tiny % of customers out there being large in total #, but don’t make enough for increasing their taxes to be sensible, or just.   
*** exception is investors speculating and so buying w/ leverage, ie pledging more $ than they have available, the ones who cause crashes, hurting all but tippy tippy tippy top, worldwide. What other economic good do they do? They pay the people who loaned  them the leverage.  
**** I. The subjects of every state ought to contribute towards the support of the government, as nearly as possible, in proportion to the revenue which they respectively enjoy under the protection of the state. The expence of government to the individuals of a great nation, is like the expence of management to the joint tenants of a great estate, who are all obliged to contribute in proportion to their respective interests in the estate. In the observation or neglect of this maxim consists, what is called the equality or inequality of taxation. (Wealth of Nations, 1776 originally, 1976 U Chicago 2 v in 1 ed, v 2 p 350) 
***** ibid p 368 (my caps)",0.9953,Positive
@greorbowlfinder7078,2024-02-02T12:58:09Z,Ukraine is offline.,-0.128,Negative
@greorbowlfinder7078,2024-02-02T12:52:10Z,"Nobody can work with neoliberal trash anymore, even themselves.",0.0,Neutral
@jaycee9752,2024-02-02T09:01:12Z,"You are wrong. NATO is a defeated force already, with Russia having destroyed most of its so-called advanced weaponry in Ukraine. The problem is the collective West depends on mainstream propaganda, supported by their military industries which are lagging behind in High grade weapons DESIGN AND PRODUCTION, that only Russia can make today. Yesterday, BRICS agreed sanctions against the USA and UK, because they are now powerful enough to effect them. So the Multipolar world, led by Russia, China and India is now the next Superpower of the world. This has already taken shape.",-0.8957,Negative
@petershelton7367,2024-02-02T07:13:26Z,"International corporations have direct control over governments. Examine the history of banking Democracy has been a smokescreen for dictatorship  for at least a hundred years. We are all being invited to grab a piece of the pie and no one is allowed or prepared to address the lack of public representation in our sham democracy. Clearly Americas  military might is not an American defence force but a tool for bankers to maintain their vice like grip on global power. 😂 Many people are a lot more awake than this fellow and all economists are puppets to the global conspiracy that the economy is a rational free market. Wars are conspired to engender this ruse millions of innocent lives routinely destroyed all to maintain the vail of secrecy protecting the identity of global dictatorship. Woke is a part of this vail preventing me from making any further rational deductions while the elites carry on mass murder with impunity. I think this all began when early civilisations realised they could imprison people by denying them an appropriate diet. Humans are carnivores 

If you can get away with deceiving people as to what is food there is clearly no limit to what lies humanity is suffering. Plants have evolved to kill animals that’s why cows only eat grass Koalas only eat specific eucalypt leaves and people to be healthy should only eat meat. If you think I am exaggerating have a look at current research and the history of Kellogg, Rockefeller, 7 14:58 day Adventist. The DSM 
Better still eat only meat for a week and see for yourself ❤",-0.9804,Negative
@omax-sy8xp,2024-02-02T07:04:52Z,"He called the Ottowa trucker strike against a totalitarian government ""riots"". People like him and the collectivisits like him are a bigger threat than anything else",-0.4588,Negative
@araz5923,2024-02-02T05:12:49Z,Oh Geee Brememer! Give us a break!,0.0,Neutral
@Cooliofamily,2024-02-02T05:03:42Z,"Multi polarity has been a thing, this is about 10 years late.",0.0,Neutral
@junksails814,2024-02-02T04:25:54Z,"5:10 - lost 200,000 troops - ooops - think you meant Ukrainazi lost that.",-0.5574,Negative
@vladimirmihaljevic9764,2024-02-02T04:14:10Z,Not well done,-0.2057,Negative
@johnmortin5603,2024-02-02T03:13:03Z,This is becoming obsolete already. China is collapsing economically.,-0.5267,Negative
@hinrikelvar,2024-02-02T01:26:43Z,"Tldr: The superpower is tech companies, as digital influence becomes more powerful and a bigger threat over time",-0.079,Negative
@gofai274,2024-02-01T23:48:59Z,Lovely other trillion other permutations of what could happen :D And horrors that await us!!!,0.7513,Positive
@sergiovitorviola,2024-02-01T23:45:09Z,"Yes, we live in a digital war. But superpowered tech companies still represent governments interests in a world still polarized geopolitically.",0.2263,Positive
@RiaanRai,2024-02-01T23:36:21Z,Agreed . the tech giants are not acting responsibly . you are right .,0.2732,Positive
@gokhansakall,2024-02-01T20:12:14Z,Next superpower is bitcoin,0.0,Neutral
@whiteowl8703,2024-02-01T18:37:30Z,Ya know — last time the world became so CORUPT it got swallowed up in a world flood. Seems the earth itself don’t like to much bullshit.,-0.3182,Negative
@martinhumble,2024-02-01T18:04:56Z,We all know its San Marino,0.0,Neutral
@PrakharChauhan-t1x,2024-02-01T15:43:10Z,2030 india will be a world leader,0.0,Neutral
@menkros1,2024-02-01T15:30:16Z,Artificial intelligence,0.4767,Positive
@fredmiami,2024-02-01T15:25:34Z,"The very powers and corporations that used to run the world in the past runs it today as well with the help of technology and computerized systems that’s available today.
I think people know that already. Thanks for insulting our intelligence.",0.765,Positive
@lucasmichaud-acapulco,2024-02-01T14:53:51Z,"Encountered major 'bs' at 1:15, so that's where I stopped watching.  The 'unwilling hegemony' washes as clean as anything you can clean with sewer water.",0.5,Positive
@fredmiami,2024-02-01T14:48:35Z,Very subjective and agenda driven talk.,0.0,Neutral
@antonyarulprakash3435,2024-02-01T13:04:31Z,"My dear cruel Jacobite is cruelly exposing that chosenism the jewish idiology is going to dominate world with economy, technology and crueality. Just dream but unconditional love and forgiveness will make world paradise 🙏❤️",0.9178,Positive
@iljastalberg5610,2024-02-01T09:32:00Z,Yeah right did not want to be a policemen ? sure they became a robber instead. this dude is full of crap,-0.4445,Negative
@AR-rn8ok,2024-02-01T07:28:51Z,The USA maybe needs to reverse citizens united and collaborate with other countries to possibly reverse the effects of citizens united type rules around the globe.,0.6808,Positive
@WEAREUPKING,2024-02-01T07:14:53Z,YES MY BRAIN 🧠💡👑 ALL THE TIME UNIVERSAL KARMA WORK DETERMINED IN NEXT UNIVERSE GLOBAL SUPERPOWER MY WORK ETHIC OKAY TRUST IN GOD WE TRUST OKAY,0.971,Positive
@zeljazelja8978,2024-02-01T04:39:34Z,To much folt in your specs 😊,0.0,Neutral
@daymay1066,2024-02-01T04:11:14Z,"Not true. Only Philippines, South Korea and Japan are dependent on US security......othwr countries in Asia....particularly East Asia, North and South Asia are either more inclined towards China OR NEUTRAL.",-0.3252,Negative
@51harendra,2024-02-01T03:19:41Z,"It's the relationship between money power and violence and the threat to survival that would determine.Democracy is a veil the US hides behind in its quest for power and control. Quite rightly he mentions the key word. ""HYPOCRISY""😮",-0.8481,Negative
@gallaxian,2024-02-01T00:18:24Z,"Not impressed with Mr. Bremer’s indictment of tech companies. Polls show, if anything, people trust tech companies more than politicians, the self-interested individuals who, presumably, Mr. Bremer would have regulate social media. Also, he failed to acknowledge that the government can also be the source of misinformation as seen during the covid epidemic when it knowingly peddled falsehoods (e.g., initially, that masks are ineffective) and sought to censor information that later proved to be correct (e.g., the leak hypothesis was impossible).",-0.8502,Negative
@simbayoung4757,2024-01-31T23:59:49Z,A bias take on US strength,0.4215,Positive
@hugojaime9565,2024-01-31T23:12:59Z,"HISPANIC UNION , ITS WESTERN ITS CATHOLIC NON GLOBALISTIC NON WOKE , NEW IN ESSENCE 
🇲🇽 🇪🇸 🇵🇪 🇦🇷 🇺🇾 🇨🇴 🇻🇪 🇪🇨 🇵🇦 🇵🇾 🇧🇴 🇨🇺 🇵🇷 🇸🇻 🇬🇹 🇳🇮 🇬🇶 🇮🇨 🇩🇴 🇨🇷 🕊️ 🌎 🌍 💪 🗽",0.0,Neutral
@macmac1404,2024-01-31T22:49:21Z,"Don't take their jobs, learn to do without a lot of things, don't buy their stuff.  Grow a garden & get buy for now & don't forget to help your neighbors & your community.... Sacrifice!",-0.2225,Negative
@fasalalbana4913,2024-01-31T21:34:21Z,"This is greatest load of rubbish the USA sold to the world,  they have never been the super power and will never be the super power. China has always been the real super power especially economically but suppressed by the USA media and bullshit lies",-0.9103,Negative
@elnegro8654,2024-01-31T20:48:35Z,Liberals: this is all conspiracy theories🤡,-0.5267,Negative
@harrasanjum1412,2024-01-31T20:40:28Z,Simple answer Islamic Caliphate from Chechnya to Karachi and East to Indonesia and Malaysia and northwest to Istanbul,0.0,Neutral
@adairjanney7109,2024-01-31T20:09:52Z,This guy needs to look up a little word called demographics,0.0,Neutral
@adairjanney7109,2024-01-31T19:53:40Z,china isnt going to be around in 20 years,0.0,Neutral
@MrAvram87,2024-01-31T19:31:57Z,"My god. ""US last 15y has no intres in ruling other countris"" 🤦‍♂️",-0.0258,Negative
@dennisbohner6876,2024-01-31T18:34:15Z,"This guy ignored populations and how badly nearly every country is faring. He used dated data and their trends. 
In ten years the effects of disproportiant populations will play hob with any predictions.
His focus is limited.",-0.5994,Negative
@douglasguiotto521,2024-01-31T18:30:32Z,"The world population NEED TO WAKE NOW !! 
Start pushing back NOW ! Otherwise WE’ll ALL LOSE OUR FREEDOM !! The elite wealthy WILL CONTROL US ALL !!",0.7326,Positive
@braddbradd5671,2024-01-31T18:15:20Z,India and China are having a cold war right now .India are a bit behind but they are buying up every military equipment they can every day to match China But Indias economy is rising faster than China and will overtake them by 2030 so one of them will be the next global power Most people want India to be it thats why  every one wants to be friend with India now including the US .But India didnt forget they sold jets to Pakistan and not India,0.6924,Positive
@958ball,2024-01-31T17:09:52Z,the cold war has begun a long time ago,-0.5994,Negative
@parcidiooliveira7832,2024-01-31T16:49:19Z,"SUPER PODER?  ESTAMOS A FALAR DE ARMAMENTO NÃO É?   PORQUE TIRANDO ISSO,  O VERDADEIRO PODER NÃO ESTÁ NEM NA AMÉRICA, NAM RÚSSIA NEM CHINA!
Está em países com cidadãos muito mais pacíficos!",0.7634,Positive
@Hughmanity80,2024-01-31T16:48:11Z,Digital will represent the people like the hero and angel we have all been secretly and publicly asking for. What an odd time. Its beautiful,0.8271,Positive
@amandavanheerden7980,2024-01-31T15:02:47Z,"Presumptions about China integrating, is ridiculously naïve. Radical ideologies like communism and fundamentalist Islam are directly opposed to a Western free world. The Democrats and other leftist regimes are now essentially globalist/communists. Socialism is the softer term used. They're weakening Western countries from within via open border policies. The WEF, WHO, UN, NATO, COP are a bed of megalomaniac elitist globalist vipers planning a One World Order. Only the West is standing in their way.",0.2732,Positive
@rk7091,2024-01-31T14:49:35Z,"do not know who will be superpower but not definitely India,,, bec I am from India and  I know its reality,,,, India debt tripled in 10 years but no major growth,,, no jobs for educated",-0.8942,Negative
@ralfrufus6573,2024-01-31T10:46:06Z,Turkiye ❤,0.0,Neutral
@chad9017,2024-01-31T10:24:32Z,Will they act humanely with AI nope. US was never peaceful or freedom loving. It only did so as much as it had to. Like any other empire.,0.1037,Positive
@chad9017,2024-01-31T10:19:06Z,Jan 6 was mostly caused by old fashioned FOX,0.0,Neutral
@chad9017,2024-01-31T10:13:47Z,Billionaires are not worried yet obviously,0.2235,Positive
@chad9017,2024-01-31T10:12:11Z,Yeah board walk & park place look best to extract from but connecticut looks good too. Or maybe China.,0.7935,Positive
@chad9017,2024-01-31T10:09:52Z,The world was never bipolar its just billionaires playing monopoly. Still is.,0.2023,Positive
@davidbernardi3410,2024-01-31T10:08:01Z,PUUUREEESU DESUTOROI CHINA! 🇯🇵,0.0,Neutral
@ambconstrucao3770,2024-01-31T09:46:49Z,You blew it halfway!,0.0,Neutral
@terrycaporn8207,2024-01-31T09:25:31Z,"Forget about countries running the world, companies like apple , Amazon ,Vanguard, Blackrock, State Street ,Boeing,Raytheon,Northrop Grumman already run the world.",0.3182,Positive
@markjameswilkes,2024-01-31T09:24:58Z,It isn't who U think either,0.0,Neutral
@hmwongso,2024-01-31T08:28:28Z,Russia lost 200.000 soldiers.. Are you dreaming?,-0.3182,Negative
@PankajDoharey,2024-01-31T06:55:01Z,"What is he talking about? The sanctions by USA has created a gray market for goods, it has created a need for market supply, it increased demand and Russian industry got a new life. US is quite stupid sanctions dont work.",-0.024,Negative
@briankepner7569,2024-01-31T06:32:00Z,"😮 this must have been made before the demographic collapse of China became apparent in the economic collapse was realized. As soon as China released the information that 300 to 400,000 people were over counted in the census that should have set off a red flag to even people as smart as Ted",-0.5719,Negative
@mitchellchristianson8120,2024-01-31T06:18:32Z,"I see it different  black rock  10 trillion in assets vanguard 8 trillion and growing quickly. Black Rock has more political power than the president  they have an extreme amount of leverage if they choose to use it  let's put it this way they don't ask twice for a meeting  that includes if they want to see a president or a dictator of a country, that's a fact    money move around the the world countries get poorer and countries get richer according to their strategy  it's not an accident",0.7314,Positive
@WEAREUPKING,2024-01-31T04:19:53Z,YES I AM ALL THE TIME DETERMINED GIVEN BLOOD TEARS AND SWEAT OKAY AWEB UNIVERSE OKAY,0.7184,Positive
@yoyomen8913,2024-01-31T04:14:19Z,It's the wonderland that is spreading fake news & misinformation....,-0.4767,Negative
@markbeeksma8035,2024-01-31T02:01:18Z,"Check out ""The Real Story of January 6th.""  It was not caused by social media.  It was orchestrated by the deep state.  These are the same kind of deep state villains that killed JFK.  JFK wanted lower taxes, fewer abortions, and less involvement in foreign wars.  JFK was on the same side of issues as Trump is.  The deep state loves foreign wars.  They killed JFK.  Now they are trying to destroy Trump.",-0.9738,Negative
@IdionicioDelJunco,2024-01-31T01:07:37Z,Propaganda.... Cheap propaganda at that,-0.25,Negative
@ltrond,2024-01-31T00:53:54Z,"That‘s why China setup a firewall and censor everything in it like 20 years ago, the Internet of China is the only one digital would controlled by government instead of companies.",-0.128,Negative
@drdrdree238,2024-01-30T21:04:29Z,"What's? Soviet Union dominate by the USA, thats funny, because I live in Past Soviet Republic, and Soviet have more to say up 1945 -1990-only soviet, 1990-2023 - 70% time soviet too, Africa - Wagner Group- by Soviet, where is many more information?",0.4137,Positive
@TheNetatube,2024-01-30T20:07:11Z,"people wont give absolute power to anyone or any Thing, whether its human or not. There is always going to be a team, or a generation, or a sect or some other Cupola of Mafia taking decisions together. No singularity by the way...",-0.296,Negative
@TedlaEKHAN,2024-01-30T19:58:59Z,This is a phenomenal video.,0.0,Neutral
@raymondrust9084,2024-01-30T18:53:09Z,"No, not Chinese becoming  Americans, but becoming a democracy like Taiwan.  Granted it was wishful thinking.  However, China is going downhill fast ecomically, unlike what Ray Dalio & Larry Fink have told us the wall street types think China will surpass USA!",0.6643,Positive
@jillybeanjillybean2322,2024-01-30T18:51:40Z,Power corrupts and absolute power corrupts absolutely.,0.0,Neutral
@vinicius5305,2024-01-30T17:39:29Z,Terrible take,-0.4767,Negative
@peterthomas1861,2024-01-30T16:35:09Z,"TED fraud.
Untrue subjects.
No knowledge about accurate world politics.",-0.7184,Negative
@user-onpointe,2024-01-30T16:28:55Z,BS,0.0,Neutral
@Galina-c1w,2024-01-30T12:42:56Z,Russia isvery well of !!!,0.4545,Positive
@randomuser905,2024-01-30T12:27:07Z,"BRILLIANT AND URGENT, PLEASE SHARE IT",0.8442,Positive
@ÉabhaFoley-q5p,2024-01-30T11:52:57Z,🙃🙃🙃,0.0,Neutral
@EYESWIDEOPEN00,2024-01-30T10:55:12Z,"These people are nothing but puppets filling peoples heads with absolute rubbish. People seem to struggle with the concept that in a normal world, all of these so called grown adults would know how to behave and act like such. The world is stupid by design. It's deliberate. People of power, most of which at the top hide behind their puppets, these people are the biggest criminals on this rock. Thats a fact. Problems problems problems, hey we can fix it for you. They fix nothing, they don't want to ""fix"" anything. Their aim and goal is to continue enslaving society while feeding them nothing but lies in the process. Its power v the people. And the people need to wake up",-0.9559,Negative
@HongbingMa,2024-01-30T07:22:56Z,When will the greed of human nature disappear? Our planet will be at peace! Only if western governments have the same ideas as Chinese Confucians can they understand what is the source of all evil!,-0.7256,Negative
@garyjohnstone6422,2024-01-30T02:52:48Z,There is only one Superpower. Thank God America is it.,0.5574,Positive
@mayaalashti1276,2024-01-29T23:48:55Z,Just a waste of time. He has no clue. Just a salesman with his maps.,-0.6124,Negative
@FR01-jl4lu,2024-01-29T23:01:21Z,any one attacked by the west so my guess  muslims or chiness,-0.4588,Negative
@jackspendo,2024-01-29T21:49:35Z,"An occupying power has no right to self-defense against the occupied.

Israel is officially an occupying power and its presence in the Palestinian territories is illegal under UN Security Council Resolution 242 (1967). Consequently, resistance to this Israeli occupation is legal. General Assembly Resolution 45/130 (1990) gives the Palestinians the right to resist ""by all means at their disposal, including armed struggle.""
It is precisely for this reason that Russia, before its intervention in Ukraine on February 21, recognized the independence of the Donbas republics. This made it possible for these two republics to ask Russia for help in launching a defensive war under Article 51 of the Charter against the incipient Ukrainian offensive. I had described this mechanism in my books on the Ukraine conflict and in your journal ""Current Affairs in Focus"". 
If, ironically, Israel were to recognize the existence of a Palestinian state, it could wage a defensive war against it. Israel's internationally recognized status, however, is that of an occupying power, and as such, it is its responsibility to protect the Palestinian population, not to destroy it.
Jacques Baud",-0.8248,Negative
@markrobertdevison1227,2024-01-29T20:35:25Z,"According to Jesus, Satan rules the world, but only until Jesus returns. John 14:30.",0.0,Neutral
@lobsangsonam57,2024-01-29T16:51:38Z,Humen being are the most intelligent creatures on the earth that it destroy its own only home EARTH through it's brain.....,-0.0534,Negative
@marianorszulak-ru7jh,2024-01-29T16:09:37Z,So outdated,0.0,Neutral
@rjsnaps3093,2024-01-29T15:27:06Z,History shows time will repeat itself. Throughout history was always a push for genocides and control of power by a dictator. This will never change because of greed. They erase history so you won't see how many times it's already been done prior to this point. The rich will always fight to own and control everything. This is the last stages of imperialism,-0.1779,Negative
@Qqqqatarr,2024-01-29T15:11:53Z,"Be it any dispute, political agenda, war, Islamist, Khalistani, Maoist, mob lynching activities, religious fanaticism, casteism, terrorism, riots, borderism, infiltration, war. If you want to end it, here is a suggestion. Divide the world's land in proportion to the population of all religions, under the authority and control of the United Nations. May everyone be happy on their allotted land and the coming generations may also live a peaceful and happy life. Instructions are simple. People of all religions are spread in the world, such as Christianity 30+%, Islam 20+%, Ancient religion 15+%, Atheism 15+%, Other religion 20%, thus 100% of the world's land on the religious population ratio Partition has to be done. People of all religions will live peacefully in their allotted land. As many religions, as many countries.",-0.25,Negative
@shabazali1356,2024-01-29T14:34:40Z,this is bs soon technology will come to standstill if there is nuclear war there will be no robotic army's and Ai will be finished it will go back to horses swords and arrows..ive been hearing that we will have flying cars robots and all other nonsense for the last past 30 years whoever becomes superpower will be better then american led order,-0.7096,Negative
@jeffvader6792,2024-01-29T14:07:58Z,"This guy literally doesn't say anything, just recites the news...",0.0,Neutral
@AlbertInSanAntonio,2024-01-29T12:58:23Z,The next super powers will be the BRICS nations and we will live in a multipoler world 🌎🌍 the dollar will no longer be as relevant  as it used ro be... Just go back and look at history its all about currency many rise and fall nothing  ever atays the same at that includes the dollar it has nothing to do with a.i and blahh blahh blahh,0.4019,Positive
@vickyingramnymann8543,2024-01-29T12:28:00Z,So....Bill Gates will rule the world and we will all be his slaves.,0.0,Neutral
@builder_dahomey,2024-01-29T11:01:04Z,So taliban controlled afghanistan and north korea would be the last governments on the planet?,0.0,Neutral
@GraceBer-acwec,2024-01-29T09:18:47Z,"Truths are coming out how the nations that labeled
themselves as super powers did it! They did it by enslaving Africans, disorganizing, destroying and exploiting their resources. The victims have woken up and they want all that to come to an end. With the help of God it will happen. For with God nothing is impossible. There is nothing that the God who created heaven and earth can not do, solve or fix.",0.8807,Positive
@alanr4845,2024-01-29T05:53:17Z,This was ok and went off the deep end on towards the enf,0.296,Positive
@alberto1653,2024-01-29T05:53:14Z,Explain WHY RUSIA INVADE UCRANIA  ? EXPLAIN IT PLEASE AND BE NEUTRAL  ?,0.5256,Positive
@alberto1653,2024-01-29T05:52:28Z,This WORLD IS UPSIDE DOWN....THERE IS NO MORAL VALUES   NO CONCIENCIA NO RESPECT NO PRINCIPLES....USA THE WORLD BULLIES  !,-0.5801,Negative
@hahaha9076,2024-01-29T05:37:34Z,"I don't think we need to know.
I believe the answer is personal self control. Take a good look at what the algorithm is feeding you. Ultimately you're feeding it. Stop and ask. What is this food doing to me?",0.1779,Positive
@tazragames6770,2024-01-29T05:29:02Z,There will be no superpower.,-0.296,Negative
@rojlee3773,2024-01-29T04:59:24Z,NEXT ONE MUST BE INDIA,0.0,Neutral
@engcheeong2293,2024-01-29T04:08:32Z,The worst speech I hv ever heard on Ted. He is just dreaming. Technology has always controlled by governments.,-0.6249,Negative
@jamesdonop445,2024-01-29T03:52:42Z,No one can match the US Navy and no one can match its abundant resources. Thats pretty much the ball game,-0.0516,Negative
@udz5480,2024-01-29T03:41:39Z,"what the western world is not seeing that a weak russia is causing a weak america that is expending its resources in keeping the other party that way thereby opening a pathway for new worse powers to come into the arena.  better the devil you know than that you don't.  So as the US is expended and the West with it, those who believe in the West are trembling with fear.  A lot of people don't want a weak West but it is crumbling before our very eyes.  The next superpowers could be far worse.",-0.7142,Negative
@carolinedaniell285,2024-01-29T03:29:57Z,I think you're greatly under estimating Russia,0.0,Neutral
@lucv470,2024-01-29T03:11:36Z,"I think this is nonsense, states are still responsible for starting wars and killing people. Tech companies are their tools. Also the western world didn't get in this mess because China didn't become western. Big money corrupted the political class, it does not serve the interest of the nations any more",-0.9294,Negative
@aa-dv1pt,2024-01-29T03:08:56Z,"""Trucker riots in Ottawa."" OK, Glowie...",-0.0943,Negative
@maryjoquay.,2024-01-29T01:18:57Z,"The United States is a self appointed leader of the world in our own minds. We weren't paying attention to the 4 Tigers who rule Asia.  No one was paying attention to India or Pakistan, much less the UAR. 
Americans are myopic,  we see the world as how we should dominate.  Technology has allows just about anyone to be in touch with anyone else in the world via the internet. The US made a major mistake by defending Israel in the slaughter of civilian Palestinians. Trump  plummeted trust in the US.  In 2024 the US is has to grow up, we're not the only kid on the playground.",0.25,Positive
@chrisjames1433,2024-01-29T00:22:40Z,When I eat M&M’s I squeeze them together an whichever one doesn’t break becomes champion,0.5994,Positive
@cherryartist17,2024-01-28T23:55:19Z,Ian once mislabeled Ukraine and Turkey on a map. He’s not as  bright as he sounds,-0.3412,Negative
@selvaulaganathan1779,2024-01-28T23:34:30Z,Global digital governance under U.N will be the best solution forever.,0.7579,Positive
@JRPG-gamer,2024-01-28T22:14:32Z,I dont know what he was smoking before talking craps on the stage. LOL,0.5473,Positive
@bstein9500,2024-01-28T21:58:44Z,Trucker riots in Ottawa? You mean the bouncy castles?,-0.5661,Negative
@xyzabcd4770,2024-01-28T21:07:05Z,"Why is Biden at 33% approval rating, which is the lowest of any president ever?  Did they lie to us about how many votes he got in 2020, or has the American Public soundly rejected the failed Democrat Party agenda that is being forced down our throats?  Which one is it?",-0.787,Negative
@monikarani4471,2024-01-28T18:26:30Z,Mafia,0.0,Neutral
@hersheylima5482,2024-01-28T18:24:38Z,"See Technofeudalism, Yanis Varoufakis",0.0,Neutral
@leonidas759,2024-01-28T16:21:42Z,"AI is such a huge threat to human society. It has the capacity to make the gap between rich and poor much larger than it is today. The governments are sleeping on regulating the development of AI, and by the time they notice that this is problematic it will already be too late.",-0.5423,Negative
@timstapleman,2024-01-28T15:20:29Z,Ukraine NATO propaganda,-0.25,Negative
@MrAugustus707,2024-01-28T15:05:41Z,"Mind you ,tech companies and MSM are the true disnformants of the world.",0.4215,Positive
@awandererTJ,2024-01-28T14:42:17Z,BS,0.0,Neutral
@arlesiokakunda,2024-01-28T13:56:07Z,"The lies were transferred from mainstream channels to social media, now we have more information and lies to choose from, this is the world we live in",-0.6808,Negative
@michaelcarper2185,2024-01-28T12:00:22Z,"Russia has not lost over 200,000 troops!  Not even close!  More like 40-50,000.",0.653,Positive
@jonathansmith3935,2024-01-28T11:37:35Z,Wrong,-0.4767,Negative
@Truth2Eyes,2024-01-28T11:10:45Z,Did he seriously say Trucker riots in Canada?? 🇨🇦 He lost me there. I see his leftist ideology not seeking truth,-0.8235,Negative
@xoho3462,2024-01-28T09:45:05Z,"As someone who lives in southeast asia, i just have to laugh at some very ignorant and non factual things said in this video",0.2975,Positive
@groggs321,2024-01-28T09:18:42Z,When you let people be your leaders you will be ruled by your lessers,0.0,Neutral
@rayhaneabdurremane3759,2024-01-28T06:53:08Z,This guy is a big liar. He needs to go back to school,-0.5106,Negative
@dajoelsta74,2024-01-28T05:26:17Z,"this guy is completely inaccurate and a total d.c. shill jagoff, do not believe anything he is saying (up on stage So confident) this guy loves Zelenskyy (i rest my case)",0.5719,Positive
